text	integer	float	float	boolean
hsa-let-7i-5p	0	1223.34	87.1194	1
hsa-miR-1	0	0.1	1	0
hsa-miR-100-3p	0	0.1	1	0
hsa-miR-100-5p	0	12.9569	2.75323	1
hsa-miR-101-3p	0	586.217	43.7392	1
hsa-miR-101-5p	0	0.1	1	0
hsa-miR-103a-3p	0	600.643	44.5282	1
hsa-miR-103b	0	0.1	1	0
hsa-miR-105-3p	0	0.1	1	0
hsa-miR-105-5p	0	0.1	1	0
hsa-miR-106a-3p	0	9.01021	1.51156	1
hsa-miR-106b-3p	0	0.1	1	0
hsa-miR-106b-5p	0	914.613	68.6125	1
hsa-miR-107	0	723.777	57.4791	1
hsa-miR-10a-3p	0	0.1	1	0
hsa-miR-10a-5p	0	0.1	1	0
hsa-miR-10b-3p	0	0.1	1	0
hsa-miR-10b-5p	0	0.1	1	0
hsa-miR-1178	0	0.1	1	0
hsa-miR-1179	0	0.1	1	0
hsa-miR-1180	0	0.1	1	0
hsa-miR-1181	0	0.1	1	0
hsa-miR-1182	0	0.1	1	0
hsa-miR-1183	0	0.1	1	0
hsa-miR-1184	0	0.1	1	0
hsa-miR-1185-5p	0	0.1	1	0
hsa-miR-1197	0	0.1	1	0
hsa-miR-1200	0	0.1	1	0
hsa-miR-1201_v15.0	0	0.1	1	0
hsa-miR-1202	0	219.523	15.9186	1
hsa-miR-1203	0	0.1	1	0
hsa-miR-1204	0	0.1	1	0
hsa-miR-1205	0	0.1	1	0
hsa-miR-1206	0	0.1	1	0
hsa-miR-1207-3p	0	0.1	1	0
hsa-miR-1207-5p	0	129.062	9.77027	1
hsa-miR-1208	0	0.1	1	0
hsa-miR-122-3p	0	0.1	1	0
hsa-miR-122-5p	0	0.1	1	0
hsa-miR-1224-3p	0	0.1	1	0
hsa-miR-1224-5p	0	0.1	1	0
hsa-miR-1225-3p	0	20.3695	3.72529	1
hsa-miR-1225-5p	0	123.388	9.37481	1
hsa-miR-1226-3p	0	0.1	1	0
hsa-miR-1226-5p	0	0.1	1	0
hsa-miR-1227	0	0.1	1	0
hsa-miR-1228-3p	0	38.3116	4.38388	1
hsa-miR-1228-5p	0	0.1	1	0
hsa-miR-1229	0	0.1	1	0
hsa-miR-1231	0	0.1	1	0
hsa-miR-1233	0	0.1	1	0
hsa-miR-1234	0	37.0945	4.33079	1
hsa-miR-1236	0	0.1	1	0
hsa-miR-1237	0	0.1	1	0
hsa-miR-1238	0	31.6264	2.9092	1
hsa-miR-124-3p	0	0.1	1	0
hsa-miR-124-5p	0	0.1	1	0
hsa-miR-1243	0	0.1	1	0
hsa-miR-1244	0	0.1	1	0
hsa-miR-1245a	0	0.1	1	0
hsa-miR-1246	0	43.5982	4.99529	1
hsa-miR-1247-5p	0	0.1	1	0
hsa-miR-1248	0	0.1	1	0
hsa-miR-1249	0	17.2118	3.64125	1
hsa-miR-1250	0	0.1	1	0
hsa-miR-1251	0	0.1	1	0
hsa-miR-1252	0	0.1	1	0
hsa-miR-1253	0	0.1	1	0
hsa-miR-1254	0	0.1	1	0
hsa-miR-1255a	0	0.1	1	0
hsa-miR-1255b-5p	0	0.1	1	0
hsa-miR-1256	0	0.1	1	0
hsa-miR-1257	0	0.1	1	0
hsa-miR-1258	0	0.1	1	0
hsa-miR-1259_v15.0	0	0.1	1	0
hsa-miR-125a-3p	0	22.0809	3.09404	1
hsa-miR-125a-5p	0	66.2092	6.46326	1
hsa-miR-125b-1-3p	0	0.1	1	0
hsa-miR-125b-2-3p	0	0.1	1	0
hsa-miR-125b-5p	0	70.7779	7.14062	1
hsa-miR-126-3p	0	42.7388	4.6369	1
hsa-miR-126-5p	0	0.1	1	0
hsa-miR-1260a	0	3064.4	286.863	1
hsa-miR-1261	0	0.1	1	0
hsa-miR-1262	0	0.1	1	0
hsa-miR-1263	0	0.1	1	0
hsa-miR-1264	0	0.1	1	0
hsa-miR-1265	0	0.1	1	0
hsa-miR-1266	0	0.1	1	0
hsa-miR-1267	0	0.1	1	0
hsa-miR-1268a	0	28.8344	4.00383	1
hsa-miR-1269a	0	0.1	1	0
hsa-miR-127-3p	0	0.1	1	0
hsa-miR-127-5p	0	0.1	1	0
hsa-miR-1270	0	0.1	1	0
hsa-miR-1271-5p	0	7.91159	2.55443	1
hsa-miR-1272	0	0.1	1	0
hsa-miR-1273a	0	0.1	1	0
hsa-miR-1274a_v16.0	0	1256.37	103.073	1
hsa-miR-1274b_v16.0	0	14790.7	1091.76	1
hsa-miR-1275	0	34.1872	4.33268	1
hsa-miR-1276	0	0.1	1	0
hsa-miR-1277-3p	0	0.1	1	0
hsa-miR-1278	0	0.1	1	0
hsa-miR-1279	0	0.1	1	0
hsa-miR-128	0	79.415	6.95716	1
hsa-miR-1280	0	262.472	23.5207	1
hsa-miR-1281	0	26.3206	3.89896	1
hsa-miR-1282	0	0.1	1	0
hsa-miR-1283	0	0.1	1	0
hsa-miR-1284	0	0.1	1	0
hsa-miR-1285-3p	0	0.1	1	0
hsa-miR-1286	0	0.1	1	0
hsa-miR-1287	0	0.1	1	0
hsa-miR-1288	0	26.6477	3.92162	1
hsa-miR-1289	0	0.1	1	0
hsa-miR-129-1-3p	0	0.1	1	0
hsa-miR-129-2-3p	0	0.1	1	0
hsa-miR-129-5p	0	0.1	1	0
hsa-miR-1290	0	0.1	1	0
hsa-miR-1291	0	0.1	1	0
hsa-miR-1292	0	0.1	1	0
hsa-miR-1293	0	0.1	1	0
hsa-miR-1294	0	0.1	1	0
hsa-miR-1295a	0	0.1	1	0
hsa-miR-1296	0	0.1	1	0
hsa-miR-1297	0	0.1	1	0
hsa-miR-1298	0	0.1	1	0
hsa-miR-1299	0	0.1	1	0
hsa-miR-1300_v13.0	0	0.1	1	0
hsa-miR-1301	0	0.1	1	0
hsa-miR-1302	0	0.1	1	0
hsa-miR-1303	0	0.1	1	0
hsa-miR-1304-5p	0	0.1	1	0
hsa-miR-1305	0	98.5256	7.98909	1
hsa-miR-1306-3p	0	0.1	1	0
hsa-miR-1307-3p	0	0.1	1	0
hsa-miR-1308_v15.0	0	47.8671	4.82204	1
hsa-miR-130a-3p	0	411.462	29.4308	1
hsa-miR-130a-5p	0	0.1	1	0
hsa-miR-130b-3p	0	53.6504	5.26466	1
hsa-miR-130b-5p	0	0.1	1	0
hsa-miR-132-3p	0	30.0296	4.07487	1
hsa-miR-132-5p	0	0.1	1	0
hsa-miR-1321	0	0.1	1	0
hsa-miR-1322	0	0.1	1	0
hsa-miR-1323	0	0.1	1	0
hsa-miR-1324	0	0.1	1	0
hsa-miR-133a	0	0.1	1	0
hsa-miR-133b	0	0.1	1	0
hsa-miR-134	0	17.3282	3.65371	1
hsa-miR-135a-3p	0	10.542	1.88206	1
hsa-miR-135a-5p	0	0.1	1	0
hsa-miR-135b-3p	0	0.1	1	0
hsa-miR-135b-5p	0	0.1	1	0
hsa-miR-136-3p	0	0.1	1	0
hsa-miR-136-5p	0	0.1	1	0
hsa-miR-137	0	0.1	1	0
hsa-miR-138-1-3p	0	0.1	1	0
hsa-miR-138-2-3p	0	0.1	1	0
hsa-miR-138-5p	0	0.1	1	0
hsa-miR-139-3p	0	9.26638	2.59323	1
hsa-miR-139-5p	0	0.1	1	0
hsa-miR-140-3p	0	379.746	29.9729	1
hsa-miR-140-5p	0	204.975	15.0916	1
hsa-miR-141-3p	0	39.8939	4.69677	1
hsa-miR-141-5p	0	0.1	1	0
hsa-miR-142-3p	0	25832.8	1922.95	1
hsa-miR-142-5p	0	9598.23	679.167	1
hsa-miR-143-3p	0	0.1	1	0
hsa-miR-143-5p	0	0.1	1	0
hsa-miR-144-3p	0	0.1	1	0
hsa-miR-144-5p	0	0.1	1	0
hsa-miR-145-3p	0	0.1	1	0
hsa-miR-145-5p	0	0.1	1	0
hsa-miR-1468	0	0.1	1	0
hsa-miR-1469	0	0.1	1	0
hsa-miR-146a-3p	0	0.1	1	0
hsa-miR-146a-5p	0	609.06	50.0203	1
hsa-miR-146b-3p	0	0.1	1	0
hsa-miR-146b-5p	0	2145.88	170.61	1
hsa-miR-1470	0	0.1	1	0
hsa-miR-1471	0	0.1	1	0
hsa-miR-147a	0	0.1	1	0
hsa-miR-147b	0	0.1	1	0
hsa-miR-148a-3p	0	266.251	19.4094	1
hsa-miR-148a-5p	0	0.1	1	0
hsa-miR-148b-3p	0	55.294	5.90897	1
hsa-miR-148b-5p	0	0.1	1	0
hsa-miR-149-3p	0	0.1	1	0
hsa-miR-149-5p	0	18.1946	3.68372	1
hsa-miR-150-3p	0	5.83146	1.3475	1
hsa-miR-150-5p	0	25794.1	1761.43	1
hsa-miR-151a-3p	0	44.3961	4.80701	1
hsa-miR-151a-5p	0	250.641	19.6094	1
hsa-miR-152	0	0.1	1	0
hsa-miR-153	0	0.1	1	0
hsa-miR-1537	0	0.1	1	0
hsa-miR-1538	0	0.1	1	0
hsa-miR-1539	0	20.6938	3.73737	1
hsa-miR-154-3p	0	0.1	1	0
hsa-miR-154-5p	0	0.1	1	0
hsa-miR-155-3p	0	0.1	1	0
hsa-miR-155-5p	0	116.748	10.1165	1
hsa-miR-15a-3p	0	0.1	1	0
hsa-miR-15a-5p	0	1293.95	96.0819	1
hsa-miR-15b-3p	0	6.72831	1.38958	1
hsa-miR-15b-5p	0	2903.01	211.794	1
hsa-miR-16-1-3p	0	0.1	1	0
hsa-miR-16-2-3p	0	78.9906	7.51227	1
hsa-miR-16-5p	0	10438.9	772.921	1
hsa-miR-17-3p	0	61.9097	6.31828	1
hsa-miR-17-5p	0	973.396	64.6513	1
hsa-miR-181a-2-3p	0	4.56843	1.29334	1
hsa-miR-181a-3p	0	24.0921	3.83858	1
hsa-miR-181a-5p	0	1799.54	135.266	1
hsa-miR-181b-5p	0	165.34	12.4681	1
hsa-miR-181c-3p	0	0.1	1	0
hsa-miR-181c-5p	0	40.0603	4.67745	1
hsa-miR-181d	0	25.4703	3.92921	1
hsa-miR-182-3p	0	0.1	1	0
hsa-miR-182-5p	0	0.1	1	0
hsa-miR-1825	0	7.77261	2.54166	1
hsa-miR-1826_v15.0	0	39.0577	4.59696	1
hsa-miR-1827	0	0.1	1	0
hsa-miR-183-3p	0	0.1	1	0
hsa-miR-183-5p	0	0.1	1	0
hsa-miR-184	0	0.1	1	0
hsa-miR-185-3p	0	0.1	1	0
hsa-miR-185-5p	0	75.8889	6.58336	1
hsa-miR-186-3p	0	0.1	1	0
hsa-miR-186-5p	0	118.074	9.69538	1
hsa-miR-187-3p	0	0.1	1	0
hsa-miR-187-5p	0	0.1	1	0
hsa-miR-188-3p	0	0.1	1	0
hsa-miR-188-5p	0	0.1	1	0
hsa-miR-18a-3p	0	0.1	1	0
hsa-miR-18a-5p	0	24.3417	3.881	1
hsa-miR-18b-3p	0	0.1	1	0
hsa-miR-18b-5p	0	26.826	3.02667	1
hsa-miR-1908	0	0.1	1	0
hsa-miR-1909-3p	0	0.1	1	0
hsa-miR-1909-5p	0	0.1	1	0
hsa-miR-190a	0	0.1	1	0
hsa-miR-190b	0	0.1	1	0
hsa-miR-191-3p	0	28.296	2.81586	1
hsa-miR-191-5p	0	0.1	1	0
hsa-miR-1910	0	0.1	1	0
hsa-miR-1911-3p	0	0.1	1	0
hsa-miR-1911-5p	0	0.1	1	0
hsa-miR-1912	0	0.1	1	0
hsa-miR-1913	0	0.1	1	0
hsa-miR-1914-3p	0	32.5511	4.14398	1
hsa-miR-1914-5p	0	0.1	1	0
hsa-miR-1915-3p	0	70.0813	6.02544	1
hsa-miR-1915-5p	0	0.1	1	0
hsa-miR-192-3p	0	0.1	1	0
hsa-miR-192-5p	0	61.895	5.6925	1
hsa-miR-193a-3p	0	0.1	1	0
hsa-miR-193a-5p	0	0.1	1	0
hsa-miR-193b-3p	0	72.2373	7.61882	1
hsa-miR-193b-5p	0	0.1	1	0
hsa-miR-194-3p	0	0.1	1	0
hsa-miR-194-5p	0	46.9119	4.99493	1
hsa-miR-195-3p	0	0.1	1	0
hsa-miR-195-5p	0	32.0632	4.02835	1
hsa-miR-196a-3p	0	0.1	1	0
hsa-miR-196a-5p	0	0.1	1	0
hsa-miR-196b-5p	0	0.1	1	0
hsa-miR-197-3p	0	85.3115	7.35739	1
hsa-miR-198	0	0.1	1	0
hsa-miR-199a-3p	0	8.69958	2.57696	1
hsa-miR-199a-5p	0	0.1	1	0
hsa-miR-199b-5p	0	0.1	1	0
hsa-miR-19a-3p	0	725.516	52.3067	1
hsa-miR-19a-5p	0	0.1	1	0
hsa-miR-19b-1-5p	0	0.1	1	0
hsa-miR-19b-2-5p	0	0.1	1	0
hsa-miR-19b-3p	0	3754.86	294.399	1
hsa-miR-200a-3p	0	0.1	1	0
hsa-miR-200a-5p	0	0.1	1	0
hsa-miR-200b-3p	0	0.1	1	0
hsa-miR-200b-5p	0	0.1	1	0
hsa-miR-200c-3p	0	0.1	1	0
hsa-miR-200c-5p	0	0.1	1	0
hsa-miR-202-3p	0	0.1	1	0
hsa-miR-202-5p	0	0.1	1	0
hsa-miR-203	0	0.1	1	0
hsa-miR-204-5p	0	0.1	1	0
hsa-miR-205-5p	0	0.1	1	0
hsa-miR-206	0	0.1	1	0
hsa-miR-208a	0	0.1	1	0
hsa-miR-208b	0	0.1	1	0
hsa-miR-20a-3p	0	24.2036	3.42532	1
hsa-miR-20a-5p	0	2100.12	154.665	1
hsa-miR-20b-3p	0	0.1	1	0
hsa-miR-20b-5p	0	950.389	74.1943	1
hsa-miR-21-3p	0	0.1	1	0
hsa-miR-21-5p	0	1134.24	84.2697	1
hsa-miR-210	0	89.9199	7.50115	1
hsa-miR-211-5p	0	0.1	1	0
hsa-miR-212-3p	0	38.1788	4.3795	1
hsa-miR-214-3p	0	0.1	1	0
hsa-miR-214-5p	0	0.1	1	0
hsa-miR-215	0	37.9189	4.35433	1
hsa-miR-216a	0	0.1	1	0
hsa-miR-216b	0	0.1	1	0
hsa-miR-217	0	0.1	1	0
hsa-miR-218-1-3p	0	0.1	1	0
hsa-miR-218-2-3p	0	0.1	1	0
hsa-miR-218-5p	0	0.1	1	0
hsa-miR-219-1-3p	0	0.1	1	0
hsa-miR-219-2-3p	0	0.1	1	0
hsa-miR-219-5p	0	28.0345	3.97564	1
hsa-miR-22-3p	0	125.212	10.1881	1
hsa-miR-22-5p	0	0.1	1	0
hsa-miR-220a_v15.0	0	0.1	1	0
hsa-miR-220b_v15.0	0	0.1	1	0
hsa-miR-220c_v15.0	0	0.1	1	0
hsa-miR-221-3p	0	42.7526	4.95892	1
hsa-miR-221-5p	0	0.1	1	0
hsa-miR-222-3p	0	37.5345	4.48551	1
hsa-miR-222-5p	0	0.1	1	0
hsa-miR-223-3p	0	552.21	41.53	1
hsa-miR-223-5p	0	0.1	1	0
hsa-miR-224-5p	0	0.1	1	0
hsa-miR-23a-3p	0	908.372	72.0451	1
hsa-miR-23a-5p	0	0.1	1	0
hsa-miR-23b-3p	0	88.0538	7.87642	1
hsa-miR-23b-5p	0	0.1	1	0
hsa-miR-24-1-5p	0	0.1	1	0
hsa-miR-24-2-5p	0	0.1	1	0
hsa-miR-24-3p	0	608.33	43.5794	1
hsa-miR-25-3p	0	804.03	62.4551	1
hsa-miR-25-5p	0	0.1	1	0
hsa-miR-26a-1-3p	0	0.1	1	0
hsa-miR-26a-2-3p	0	0.1	1	0
hsa-miR-26a-5p	0	3147.74	246.844	1
hsa-miR-26b-3p	0	0.1	1	0
hsa-miR-26b-5p	0	1991.32	144.905	1
hsa-miR-27a-3p	0	807.033	65.2701	1
hsa-miR-27a-5p	0	0.1	1	0
hsa-miR-27b-3p	0	117.054	9.7571	1
hsa-miR-27b-5p	0	0.1	1	0
hsa-miR-28-3p	0	0.1	1	0
hsa-miR-28-5p	0	90.0617	7.82487	1
hsa-miR-296-3p	0	0.1	1	0
hsa-miR-296-5p	0	0.1	1	0
hsa-miR-297	0	0.1	1	0
hsa-miR-298	0	0.1	1	0
hsa-miR-299-3p	0	0.1	1	0
hsa-miR-299-5p	0	0.1	1	0
hsa-miR-29a-3p	0	1952.22	150.09	1
hsa-miR-29a-5p	0	0.1	1	0
hsa-miR-29b-1-5p	0	0.1	1	0
hsa-miR-29b-2-5p	0	0.1	1	0
hsa-miR-29b-3p	0	741.616	61.6458	1
hsa-miR-29c-3p	0	1413.56	100.335	1
hsa-miR-29c-5p	0	14.4219	2.82215	1
hsa-miR-300	0	0.1	1	0
hsa-miR-301a-3p	0	22.8543	3.32855	1
hsa-miR-301b	0	0.1	1	0
hsa-miR-302a-3p	0	0.1	1	0
hsa-miR-302a-5p	0	0.1	1	0
hsa-miR-302b-3p	0	0.1	1	0
hsa-miR-302b-5p	0	0.1	1	0
hsa-miR-302c-3p	0	0.1	1	0
hsa-miR-302c-5p	0	0.1	1	0
hsa-miR-302d-3p	0	0.1	1	0
hsa-miR-302d-5p	0	0.1	1	0
hsa-miR-302e	0	0.1	1	0
hsa-miR-302f	0	0.1	1	0
hsa-miR-30a-3p	0	0.1	1	0
hsa-miR-30a-5p	0	0.1	1	0
hsa-miR-30b-3p	0	0.1	1	0
hsa-miR-30b-5p	0	1003.74	71.1875	1
hsa-miR-30c-1-3p	0	0.1	1	0
hsa-miR-30c-2-3p	0	0.1	1	0
hsa-miR-30c-5p	0	293.106	25.2433	1
hsa-miR-30d-3p	0	0.1	1	0
hsa-miR-30d-5p	0	178.549	13.2042	1
hsa-miR-30e-3p	0	41.8742	4.72797	1
hsa-miR-30e-5p	0	737.182	60.3616	1
hsa-miR-31-3p	0	0.1	1	0
hsa-miR-31-5p	0	0.1	1	0
hsa-miR-32-3p	0	0.1	1	0
hsa-miR-32-5p	0	57.7272	4.14586	1
hsa-miR-320a	0	93.1843	7.89009	1
hsa-miR-320b	0	159.66	13.0392	1
hsa-miR-320c	0	156.213	14.273	1
hsa-miR-320d	0	239.807	17.8151	1
hsa-miR-323a-3p	0	0.1	1	0
hsa-miR-323a-5p	0	0.1	1	0
hsa-miR-323b-5p	0	0.1	1	0
hsa-miR-324-3p	0	171.192	12.6095	1
hsa-miR-324-5p	0	26.4213	3.91548	1
hsa-miR-325	0	0.1	1	0
hsa-miR-326	0	0.1	1	0
hsa-miR-328	0	0.1	1	0
hsa-miR-329	0	0.1	1	0
hsa-miR-330-3p	0	0.1	1	0
hsa-miR-330-5p	0	0.1	1	0
hsa-miR-331-3p	0	218.842	16.4597	1
hsa-miR-331-5p	0	0.1	1	0
hsa-miR-335-3p	0	0.1	1	0
hsa-miR-335-5p	0	15.0772	2.85312	1
hsa-miR-337-3p	0	0.1	1	0
hsa-miR-337-5p	0	0.1	1	0
hsa-miR-338-3p	0	9.33154	2.59638	1
hsa-miR-338-5p	0	0.1	1	0
hsa-miR-339-3p	0	0.1	1	0
hsa-miR-339-5p	0	0.1	1	0
hsa-miR-33a-3p	0	0.1	1	0
hsa-miR-33a-5p	0	13.5616	2.7744	1
hsa-miR-33b-3p	0	17.4953	2.34425	1
hsa-miR-33b-5p	0	0.1	1	0
hsa-miR-340-3p	0	0.1	1	0
hsa-miR-340-5p	0	0.1	1	0
hsa-miR-342-3p	0	4068.46	315.77	1
hsa-miR-342-5p	0	217.364	16.7649	1
hsa-miR-345-5p	0	0.1	1	0
hsa-miR-346	0	0.1	1	0
hsa-miR-34a-3p	0	0.1	1	0
hsa-miR-34a-5p	0	7.85396	2.5472	1
hsa-miR-34b-3p	0	0.1	1	0
hsa-miR-34b-5p	0	0.1	1	0
hsa-miR-34c-3p	0	0.1	1	0
hsa-miR-34c-5p	0	0.1	1	0
hsa-miR-361-3p	0	172.086	14.9589	1
hsa-miR-361-5p	0	87.3638	7.80008	1
hsa-miR-362-3p	0	10.1383	2.62994	1
hsa-miR-362-5p	0	0.1	1	0
hsa-miR-363-3p	0	1203.88	86.2213	1
hsa-miR-363-5p	0	0.1	1	0
hsa-miR-365a-3p	0	81.9865	6.75434	1
hsa-miR-367-3p	0	0.1	1	0
hsa-miR-367-5p	0	0.1	1	0
hsa-miR-369-3p	0	0.1	1	0
hsa-miR-369-5p	0	0.1	1	0
hsa-miR-370	0	0.1	1	0
hsa-miR-371a-3p	0	0.1	1	0
hsa-miR-371a-5p	0	0.1	1	0
hsa-miR-372	0	0.1	1	0
hsa-miR-373-3p	0	0.1	1	0
hsa-miR-373-5p	0	0.1	1	0
hsa-miR-374a-3p	0	0.1	1	0
hsa-miR-374a-5p	0	236.119	17.1769	1
hsa-miR-374b-3p	0	0.1	1	0
hsa-miR-374b-5p	0	110.735	8.56045	1
hsa-miR-375	0	0.1	1	0
hsa-miR-376a-3p	0	0.1	1	0
hsa-miR-376a-5p	0	0.1	1	0
hsa-miR-376b	0	0.1	1	0
hsa-miR-376c	0	0.1	1	0
hsa-miR-377-3p	0	0.1	1	0
hsa-miR-377-5p	0	0.1	1	0
hsa-miR-378_v17.0	0	10.986	2.66049	1
hsa-miR-378a-5p	0	0.1	1	0
hsa-miR-379-3p	0	0.1	1	0
hsa-miR-379-5p	0	0.1	1	0
hsa-miR-380-3p	0	0.1	1	0
hsa-miR-380-5p	0	0.1	1	0
hsa-miR-381	0	0.1	1	0
hsa-miR-382-5p	0	0.1	1	0
hsa-miR-383	0	0.1	1	0
hsa-miR-384	0	0.1	1	0
hsa-miR-409-3p	0	0.1	1	0
hsa-miR-409-5p	0	0.1	1	0
hsa-miR-410	0	0.1	1	0
hsa-miR-411-3p	0	0.1	1	0
hsa-miR-411-5p	0	0.1	1	0
hsa-miR-412	0	0.1	1	0
hsa-miR-421	0	0.1	1	0
hsa-miR-422a	0	0.1	1	0
hsa-miR-423-3p	0	0.1	1	0
hsa-miR-423-5p	0	118.375	9.92222	1
hsa-miR-424-3p	0	0.1	1	0
hsa-miR-424-5p	0	549.814	41.7708	1
hsa-miR-425-3p	0	20.7052	3.72512	1
hsa-miR-425-5p	0	124.438	10.1754	1
hsa-miR-429	0	0.1	1	0
hsa-miR-431-3p	0	0.1	1	0
hsa-miR-431-5p	0	0.1	1	0
hsa-miR-432-3p	0	0.1	1	0
hsa-miR-432-5p	0	0.1	1	0
hsa-miR-433	0	0.1	1	0
hsa-miR-448	0	0.1	1	0
hsa-miR-449a	0	0.1	1	0
hsa-miR-449b-5p	0	0.1	1	0
hsa-miR-450a-5p	0	34.31	4.22395	1
hsa-miR-450b-3p	0	0.1	1	0
hsa-miR-450b-5p	0	0.1	1	0
hsa-miR-451a	0	82.7663	6.88036	1
hsa-miR-452-3p	0	0.1	1	0
hsa-miR-452-5p	0	0.1	1	0
hsa-miR-454-3p	0	19.1932	3.09113	1
hsa-miR-454-5p	0	0.1	1	0
hsa-miR-455-3p	0	0.1	1	0
hsa-miR-455-5p	0	0.1	1	0
hsa-miR-483-3p	0	0.1	1	0
hsa-miR-483-5p	0	0.1	1	0
hsa-miR-484	0	13.4573	2.77607	1
hsa-miR-485-3p	0	0.1	1	0
hsa-miR-485-5p	0	0.1	1	0
hsa-miR-486-3p	0	0.1	1	0
hsa-miR-486-5p	0	0.1	1	0
hsa-miR-487a	0	0.1	1	0
hsa-miR-487b	0	0.1	1	0
hsa-miR-488-3p	0	0.1	1	0
hsa-miR-488-5p	0	0.1	1	0
hsa-miR-489	0	0.1	1	0
hsa-miR-490-3p	0	0.1	1	0
hsa-miR-490-5p	0	0.1	1	0
hsa-miR-491-3p	0	0.1	1	0
hsa-miR-491-5p	0	0.1	1	0
hsa-miR-492	0	0.1	1	0
hsa-miR-493-3p	0	0.1	1	0
hsa-miR-493-5p	0	0.1	1	0
