text	integer	float	float	boolean
hsa-let-7i-5p	0	1495.4	105.923	1
hsa-miR-1	0	0.1	1	0
hsa-miR-100-3p	0	0.1	1	0
hsa-miR-100-5p	0	0.1	1	0
hsa-miR-101-3p	0	696.704	51.4111	1
hsa-miR-101-5p	0	0.1	1	0
hsa-miR-103a-3p	0	2023.06	146.085	1
hsa-miR-103b	0	0.1	1	0
hsa-miR-105-3p	0	0.1	1	0
hsa-miR-105-5p	0	0.1	1	0
hsa-miR-106a-3p	0	0.1	1	0
hsa-miR-106b-3p	0	0.1	1	0
hsa-miR-106b-5p	0	1073.12	77.4805	1
hsa-miR-107	0	1643.34	123.498	1
hsa-miR-10a-3p	0	0.1	1	0
hsa-miR-10a-5p	0	12.7754	3.12487	1
hsa-miR-10b-3p	0	0.1	1	0
hsa-miR-10b-5p	0	0.1	1	0
hsa-miR-1178	0	0.1	1	0
hsa-miR-1179	0	0.1	1	0
hsa-miR-1180	0	0.1	1	0
hsa-miR-1181	0	0.1	1	0
hsa-miR-1182	0	0.1	1	0
hsa-miR-1183	0	0.1	1	0
hsa-miR-1184	0	0.1	1	0
hsa-miR-1185-5p	0	0.1	1	0
hsa-miR-1197	0	0.1	1	0
hsa-miR-1200	0	0.1	1	0
hsa-miR-1201_v15.0	0	0.1	1	0
hsa-miR-1202	0	825.135	58.8552	1
hsa-miR-1203	0	0.1	1	0
hsa-miR-1204	0	0.1	1	0
hsa-miR-1205	0	0.1	1	0
hsa-miR-1206	0	0.1	1	0
hsa-miR-1207-3p	0	0.1	1	0
hsa-miR-1207-5p	0	384.126	27.8613	1
hsa-miR-1208	0	0.1	1	0
hsa-miR-122-3p	0	0.1	1	0
hsa-miR-122-5p	0	0.1	1	0
hsa-miR-1224-3p	0	0.1	1	0
hsa-miR-1224-5p	0	39.7078	4.93078	1
hsa-miR-1225-3p	0	11.2649	3.0656	1
hsa-miR-1225-5p	0	430.04	30.7094	1
hsa-miR-1226-3p	0	0.1	1	0
hsa-miR-1226-5p	0	0.1	1	0
hsa-miR-1227	0	0.1	1	0
hsa-miR-1228-3p	0	36.726	4.80723	1
hsa-miR-1228-5p	0	0.1	1	0
hsa-miR-1229	0	0.1	1	0
hsa-miR-1231	0	0.1	1	0
hsa-miR-1233	0	0.1	1	0
hsa-miR-1234	0	38.1754	4.86908	1
hsa-miR-1236	0	0.1	1	0
hsa-miR-1237	0	0.1	1	0
hsa-miR-1238	0	31.1937	3.25683	1
hsa-miR-124-3p	0	0.1	1	0
hsa-miR-124-5p	0	0.1	1	0
hsa-miR-1243	0	0.1	1	0
hsa-miR-1244	0	0.1	1	0
hsa-miR-1245a	0	0.1	1	0
hsa-miR-1246	0	352.062	33.1571	1
hsa-miR-1247-5p	0	0.1	1	0
hsa-miR-1248	0	0.1	1	0
hsa-miR-1249	0	20.4092	4.29169	1
hsa-miR-1250	0	0.1	1	0
hsa-miR-1251	0	0.1	1	0
hsa-miR-1252	0	0.1	1	0
hsa-miR-1253	0	0.1	1	0
hsa-miR-1254	0	0.1	1	0
hsa-miR-1255a	0	0.1	1	0
hsa-miR-1255b-5p	0	0.1	1	0
hsa-miR-1256	0	0.1	1	0
hsa-miR-1257	0	0.1	1	0
hsa-miR-1258	0	0.1	1	0
hsa-miR-1259_v15.0	0	0.1	1	0
hsa-miR-125a-3p	0	35.7293	3.90749	1
hsa-miR-125a-5p	0	10.1801	3.03121	1
hsa-miR-125b-1-3p	0	0.1	1	0
hsa-miR-125b-2-3p	0	0.1	1	0
hsa-miR-125b-5p	0	0.1	1	0
hsa-miR-126-3p	0	345.728	25.4121	1
hsa-miR-126-5p	0	43.8471	5.24485	1
hsa-miR-1260a	0	7202.38	667.945	1
hsa-miR-1261	0	0.1	1	0
hsa-miR-1262	0	0.1	1	0
hsa-miR-1263	0	0.1	1	0
hsa-miR-1264	0	0.1	1	0
hsa-miR-1265	0	0.1	1	0
hsa-miR-1266	0	0.1	1	0
hsa-miR-1267	0	0.1	1	0
hsa-miR-1268a	0	130.981	10.1029	1
hsa-miR-1269a	0	0.1	1	0
hsa-miR-127-3p	0	0.1	1	0
hsa-miR-127-5p	0	0.1	1	0
hsa-miR-1270	0	0.1	1	0
hsa-miR-1271-5p	0	0.1	1	0
hsa-miR-1272	0	0.1	1	0
hsa-miR-1273a	0	0.1	1	0
hsa-miR-1274a_v16.0	0	1547.23	129.762	1
hsa-miR-1274b_v16.0	0	18778.9	1378.51	1
hsa-miR-1275	0	275.126	24.2887	1
hsa-miR-1276	0	0.1	1	0
hsa-miR-1277-3p	0	0.1	1	0
hsa-miR-1278	0	0.1	1	0
hsa-miR-1279	0	0.1	1	0
hsa-miR-128	0	83.3575	7.27215	1
hsa-miR-1280	0	457.687	41.9147	1
hsa-miR-1281	0	10.0143	3.0207	1
hsa-miR-1282	0	0.1	1	0
hsa-miR-1283	0	0.1	1	0
hsa-miR-1284	0	0.1	1	0
hsa-miR-1285-3p	0	0.1	1	0
hsa-miR-1286	0	0.1	1	0
hsa-miR-1287	0	27.2663	4.47884	1
hsa-miR-1288	0	32.5857	4.67118	1
hsa-miR-1289	0	0.1	1	0
hsa-miR-129-1-3p	0	0.1	1	0
hsa-miR-129-2-3p	0	0.1	1	0
hsa-miR-129-5p	0	0.1	1	0
hsa-miR-1290	0	81.7805	8.26092	1
hsa-miR-1291	0	0.1	1	0
hsa-miR-1292	0	0.1	1	0
hsa-miR-1293	0	0.1	1	0
hsa-miR-1294	0	0.1	1	0
hsa-miR-1295a	0	0.1	1	0
hsa-miR-1296	0	0.1	1	0
hsa-miR-1297	0	0.1	1	0
hsa-miR-1298	0	0.1	1	0
hsa-miR-1299	0	0.1	1	0
hsa-miR-1300_v13.0	0	50.4674	5.45068	1
hsa-miR-1301	0	0.1	1	0
hsa-miR-1302	0	0.1	1	0
hsa-miR-1303	0	0.1	1	0
hsa-miR-1304-5p	0	0.1	1	0
hsa-miR-1305	0	119.544	9.53699	1
hsa-miR-1306-3p	0	0.1	1	0
hsa-miR-1307-3p	0	0.1	1	0
hsa-miR-1308_v15.0	0	224.175	16.3967	1
hsa-miR-130a-3p	0	167.095	12.5065	1
hsa-miR-130a-5p	0	0.1	1	0
hsa-miR-130b-3p	0	91.5571	7.71924	1
hsa-miR-130b-5p	0	0.1	1	0
hsa-miR-132-3p	0	0.1	1	0
hsa-miR-132-5p	0	0.1	1	0
hsa-miR-1321	0	0.1	1	0
hsa-miR-1322	0	0.1	1	0
hsa-miR-1323	0	0.1	1	0
hsa-miR-1324	0	0.1	1	0
hsa-miR-133a	0	0.1	1	0
hsa-miR-133b	0	0.1	1	0
hsa-miR-134	0	25.9003	4.43015	1
hsa-miR-135a-3p	0	34.4128	3.18199	1
hsa-miR-135a-5p	0	0.1	1	0
hsa-miR-135b-3p	0	0.1	1	0
hsa-miR-135b-5p	0	0.1	1	0
hsa-miR-136-3p	0	0.1	1	0
hsa-miR-136-5p	0	0.1	1	0
hsa-miR-137	0	0.1	1	0
hsa-miR-138-1-3p	0	0.1	1	0
hsa-miR-138-2-3p	0	0.1	1	0
hsa-miR-138-5p	0	0.1	1	0
hsa-miR-139-3p	0	12.5783	3.11415	1
hsa-miR-139-5p	0	0.1	1	0
hsa-miR-140-3p	0	374.724	28.2037	1
hsa-miR-140-5p	0	310.331	22.4381	1
hsa-miR-141-3p	0	12.5592	3.12027	1
hsa-miR-141-5p	0	0.1	1	0
hsa-miR-142-3p	0	21641.6	1593.96	1
hsa-miR-142-5p	0	4887.2	346.024	1
hsa-miR-143-3p	0	0.1	1	0
hsa-miR-143-5p	0	0.1	1	0
hsa-miR-144-3p	0	0.1	1	0
hsa-miR-144-5p	0	0.1	1	0
hsa-miR-145-3p	0	0.1	1	0
hsa-miR-145-5p	0	11.5078	3.07886	1
hsa-miR-1468	0	0.1	1	0
hsa-miR-1469	0	0.1	1	0
hsa-miR-146a-3p	0	0.1	1	0
hsa-miR-146a-5p	0	365.04	28.212	1
hsa-miR-146b-3p	0	0.1	1	0
hsa-miR-146b-5p	0	521.577	40.1212	1
hsa-miR-1470	0	0.1	1	0
hsa-miR-1471	0	9.35197	3.00782	1
hsa-miR-147a	0	0.1	1	0
hsa-miR-147b	0	0.1	1	0
hsa-miR-148a-3p	0	121.901	9.56093	1
hsa-miR-148a-5p	0	0.1	1	0
hsa-miR-148b-3p	0	144.965	11.914	1
hsa-miR-148b-5p	0	0.1	1	0
hsa-miR-149-3p	0	0.1	1	0
hsa-miR-149-5p	0	0.1	1	0
hsa-miR-150-3p	0	45.9136	3.67729	1
hsa-miR-150-5p	0	6827.85	432.901	1
hsa-miR-151a-3p	0	26.407	4.46604	1
hsa-miR-151a-5p	0	104.054	8.84799	1
hsa-miR-152	0	0.1	1	0
hsa-miR-153	0	0.1	1	0
hsa-miR-1537	0	22.6386	3.64204	1
hsa-miR-1538	0	0.1	1	0
hsa-miR-1539	0	18.9611	4.24637	1
hsa-miR-154-3p	0	0.1	1	0
hsa-miR-154-5p	0	0.1	1	0
hsa-miR-155-3p	0	0.1	1	0
hsa-miR-155-5p	0	144.176	11.6845	1
hsa-miR-15a-3p	0	6.69475	1.5738	1
hsa-miR-15a-5p	0	2517.15	181.692	1
hsa-miR-15b-3p	0	5.98371	1.54637	1
hsa-miR-15b-5p	0	2069.8	147.038	1
hsa-miR-16-1-3p	0	0.1	1	0
hsa-miR-16-2-3p	0	15.8354	2.13192	1
hsa-miR-16-5p	0	8747.13	632.927	1
hsa-miR-17-3p	0	60.8898	6.35001	1
hsa-miR-17-5p	0	774.513	48.141	1
hsa-miR-181a-2-3p	0	0.1	1	0
hsa-miR-181a-3p	0	10.5173	3.03565	1
hsa-miR-181a-5p	0	638.91	47.0919	1
hsa-miR-181b-5p	0	100.179	8.40515	1
hsa-miR-181c-3p	0	0.1	1	0
hsa-miR-181c-5p	0	20.2071	3.49742	1
hsa-miR-181d	0	0.1	1	0
hsa-miR-182-3p	0	0.1	1	0
hsa-miR-182-5p	0	0.1	1	0
hsa-miR-1825	0	0.1	1	0
hsa-miR-1826_v15.0	0	198.793	20.1084	1
hsa-miR-1827	0	0.1	1	0
hsa-miR-183-3p	0	0.1	1	0
hsa-miR-183-5p	0	0.1	1	0
hsa-miR-184	0	0.1	1	0
hsa-miR-185-3p	0	0.1	1	0
hsa-miR-185-5p	0	272.863	20.0873	1
hsa-miR-186-3p	0	0.1	1	0
hsa-miR-186-5p	0	115.727	9.43946	1
hsa-miR-187-3p	0	0.1	1	0
hsa-miR-187-5p	0	0.1	1	0
hsa-miR-188-3p	0	0.1	1	0
hsa-miR-188-5p	0	86.4491	7.32733	1
hsa-miR-18a-3p	0	0.1	1	0
hsa-miR-18a-5p	0	109.348	8.87281	1
hsa-miR-18b-3p	0	0.1	1	0
hsa-miR-18b-5p	0	44.4871	4.28288	1
hsa-miR-1908	0	0.1	1	0
hsa-miR-1909-3p	0	0.1	1	0
hsa-miR-1909-5p	0	0.1	1	0
hsa-miR-190a	0	0.1	1	0
hsa-miR-190b	0	0.1	1	0
hsa-miR-191-3p	0	31.5026	3.2622	1
hsa-miR-191-5p	0	15.6892	2.30766	1
hsa-miR-1910	0	0.1	1	0
hsa-miR-1911-3p	0	0.1	1	0
hsa-miR-1911-5p	0	0.1	1	0
hsa-miR-1912	0	0.1	1	0
hsa-miR-1913	0	0.1	1	0
hsa-miR-1914-3p	0	52.7162	5.56679	1
hsa-miR-1914-5p	0	0.1	1	0
hsa-miR-1915-3p	0	413.055	29.4941	1
hsa-miR-1915-5p	0	0.1	1	0
hsa-miR-192-3p	0	0.1	1	0
hsa-miR-192-5p	0	21.3043	4.30827	1
hsa-miR-193a-3p	0	59.1977	6.00674	1
hsa-miR-193a-5p	0	0.1	1	0
hsa-miR-193b-3p	0	0.1	1	0
hsa-miR-193b-5p	0	0.1	1	0
hsa-miR-194-3p	0	0.1	1	0
hsa-miR-194-5p	0	13.7192	3.16198	1
hsa-miR-195-3p	0	0.1	1	0
hsa-miR-195-5p	0	36.2449	4.62461	1
hsa-miR-196a-3p	0	0.1	1	0
hsa-miR-196a-5p	0	0.1	1	0
hsa-miR-196b-5p	0	0.1	1	0
hsa-miR-197-3p	0	59.3946	5.94394	1
hsa-miR-198	0	0.1	1	0
hsa-miR-199a-3p	0	170.319	12.8474	1
hsa-miR-199a-5p	0	58.1128	6.07765	1
hsa-miR-199b-5p	0	80.451	7.19262	1
hsa-miR-19a-3p	0	945.919	67.7276	1
hsa-miR-19a-5p	0	0.1	1	0
hsa-miR-19b-1-5p	0	0.1	1	0
hsa-miR-19b-2-5p	0	0.1	1	0
hsa-miR-19b-3p	0	2816.59	212.258	1
hsa-miR-200a-3p	0	0.1	1	0
hsa-miR-200a-5p	0	0.1	1	0
hsa-miR-200b-3p	0	0.1	1	0
hsa-miR-200b-5p	0	0.1	1	0
hsa-miR-200c-3p	0	0.1	1	0
hsa-miR-200c-5p	0	0.1	1	0
hsa-miR-202-3p	0	24.2824	4.40763	1
hsa-miR-202-5p	0	0.1	1	0
hsa-miR-203	0	0.1	1	0
hsa-miR-204-5p	0	0.1	1	0
hsa-miR-205-5p	0	0.1	1	0
hsa-miR-206	0	0.1	1	0
hsa-miR-208a	0	0.1	1	0
hsa-miR-208b	0	0.1	1	0
hsa-miR-20a-3p	0	16.14	3.28408	1
hsa-miR-20a-5p	0	1554.93	114.507	1
hsa-miR-20b-3p	0	0.1	1	0
hsa-miR-20b-5p	0	536.465	41.5196	1
hsa-miR-21-3p	0	87.7737	7.46463	1
hsa-miR-21-5p	0	15607.7	1113.78	1
hsa-miR-210	0	0.1	1	0
hsa-miR-211-5p	0	0.1	1	0
hsa-miR-212-3p	0	25.3312	4.42707	1
hsa-miR-214-3p	0	0.1	1	0
hsa-miR-214-5p	0	0.1	1	0
hsa-miR-215	0	9.41616	3.01175	1
hsa-miR-216a	0	0.1	1	0
hsa-miR-216b	0	0.1	1	0
hsa-miR-217	0	0.1	1	0
hsa-miR-218-1-3p	0	0.1	1	0
hsa-miR-218-2-3p	0	0.1	1	0
hsa-miR-218-5p	0	0.1	1	0
hsa-miR-219-1-3p	0	0.1	1	0
hsa-miR-219-2-3p	0	0.1	1	0
hsa-miR-219-5p	0	0.1	1	0
hsa-miR-22-3p	0	624.316	45.4382	1
hsa-miR-22-5p	0	20.3488	3.50169	1
hsa-miR-220a_v15.0	0	0.1	1	0
hsa-miR-220b_v15.0	0	0.1	1	0
hsa-miR-220c_v15.0	0	0.1	1	0
hsa-miR-221-3p	0	243.385	20.0332	1
hsa-miR-221-5p	0	0.1	1	0
hsa-miR-222-3p	0	77.1471	8.25113	1
hsa-miR-222-5p	0	0.1	1	0
hsa-miR-223-3p	0	18050.3	1287.86	1
hsa-miR-223-5p	0	34.5872	3.2291	1
hsa-miR-224-5p	0	0.1	1	0
hsa-miR-23a-3p	0	3350.31	250.472	1
hsa-miR-23a-5p	0	5.16677	1.51501	1
hsa-miR-23b-3p	0	184.638	15.1201	1
hsa-miR-23b-5p	0	0.1	1	0
hsa-miR-24-1-5p	0	0.1	1	0
hsa-miR-24-2-5p	0	0.1	1	0
hsa-miR-24-3p	0	1652.22	117.123	1
hsa-miR-25-3p	0	636.312	46.5668	1
hsa-miR-25-5p	0	0.1	1	0
hsa-miR-26a-1-3p	0	0.1	1	0
hsa-miR-26a-2-3p	0	0.1	1	0
hsa-miR-26a-5p	0	2931.99	220.938	1
hsa-miR-26b-3p	0	5.01439	1.51118	1
hsa-miR-26b-5p	0	3567.52	254.562	1
hsa-miR-27a-3p	0	2399.72	174.999	1
hsa-miR-27a-5p	0	0.1	1	0
hsa-miR-27b-3p	0	294.891	23.1902	1
hsa-miR-27b-5p	0	0.1	1	0
hsa-miR-28-3p	0	4.54128	1.49585	1
hsa-miR-28-5p	0	88.4894	7.73851	1
hsa-miR-296-3p	0	0.1	1	0
hsa-miR-296-5p	0	0.1	1	0
hsa-miR-297	0	0.1	1	0
hsa-miR-298	0	0.1	1	0
hsa-miR-299-3p	0	0.1	1	0
hsa-miR-299-5p	0	0.1	1	0
hsa-miR-29a-3p	0	2509.52	186.768	1
hsa-miR-29a-5p	0	0.1	1	0
hsa-miR-29b-1-5p	0	0.1	1	0
hsa-miR-29b-2-5p	0	0.1	1	0
hsa-miR-29b-3p	0	1991.76	154.698	1
hsa-miR-29c-3p	0	2307.73	163.863	1
hsa-miR-29c-5p	0	22.4679	3.63321	1
hsa-miR-300	0	0.1	1	0
hsa-miR-301a-3p	0	98.1786	8.26817	1
hsa-miR-301b	0	0.1	1	0
hsa-miR-302a-3p	0	0.1	1	0
hsa-miR-302a-5p	0	0.1	1	0
hsa-miR-302b-3p	0	0.1	1	0
hsa-miR-302b-5p	0	0.1	1	0
hsa-miR-302c-3p	0	0.1	1	0
hsa-miR-302c-5p	0	0.1	1	0
hsa-miR-302d-3p	0	0.1	1	0
hsa-miR-302d-5p	0	0.1	1	0
hsa-miR-302e	0	0.1	1	0
hsa-miR-302f	0	0.1	1	0
hsa-miR-30a-3p	0	0.1	1	0
hsa-miR-30a-5p	0	17.1158	3.33526	1
hsa-miR-30b-3p	0	0.1	1	0
hsa-miR-30b-5p	0	795.694	51.9084	1
hsa-miR-30c-1-3p	0	0.1	1	0
hsa-miR-30c-2-3p	0	0.1	1	0
hsa-miR-30c-5p	0	425.209	34.4305	1
hsa-miR-30d-3p	0	0.1	1	0
hsa-miR-30d-5p	0	310.331	22.3736	1
hsa-miR-30e-3p	0	83.6782	7.53052	1
hsa-miR-30e-5p	0	814.37	61.5459	1
hsa-miR-31-3p	0	0.1	1	0
hsa-miR-31-5p	0	34.1059	4.76237	1
hsa-miR-32-3p	0	0.1	1	0
hsa-miR-32-5p	0	92.4657	6.06708	1
hsa-miR-320a	0	107.674	8.88352	1
hsa-miR-320b	0	123.257	10.0242	1
hsa-miR-320c	0	192.257	14.7359	1
hsa-miR-320d	0	166.084	12.5234	1
hsa-miR-323a-3p	0	0.1	1	0
hsa-miR-323a-5p	0	0.1	1	0
hsa-miR-323b-5p	0	0.1	1	0
hsa-miR-324-3p	0	206.263	15.4809	1
hsa-miR-324-5p	0	86.1617	7.33279	1
hsa-miR-325	0	0.1	1	0
hsa-miR-326	0	11.4196	2.12273	1
hsa-miR-328	0	0.1	1	0
hsa-miR-329	0	0.1	1	0
hsa-miR-330-3p	0	0.1	1	0
hsa-miR-330-5p	0	0.1	1	0
hsa-miR-331-3p	0	157.64	11.9532	1
hsa-miR-331-5p	0	0.1	1	0
hsa-miR-335-3p	0	0.1	1	0
hsa-miR-335-5p	0	14.253	3.18997	1
hsa-miR-337-3p	0	0.1	1	0
hsa-miR-337-5p	0	0.1	1	0
hsa-miR-338-3p	0	194.564	15.5522	1
hsa-miR-338-5p	0	0.1	1	0
hsa-miR-339-3p	0	0.1	1	0
hsa-miR-339-5p	0	0.1	1	0
hsa-miR-33a-3p	0	0.1	1	0
hsa-miR-33a-5p	0	28.9263	4.06684	1
hsa-miR-33b-3p	0	16.7382	2.65698	1
hsa-miR-33b-5p	0	0.1	1	0
hsa-miR-340-3p	0	37.8339	4.91124	1
hsa-miR-340-5p	0	296.227	21.3545	1
hsa-miR-342-3p	0	1099.06	81.6591	1
hsa-miR-342-5p	0	67.4429	6.29318	1
hsa-miR-345-5p	0	23.4098	2.65721	1
hsa-miR-346	0	0.1	1	0
hsa-miR-34a-3p	0	0.1	1	0
hsa-miR-34a-5p	0	0.1	1	0
hsa-miR-34b-3p	0	0.1	1	0
hsa-miR-34b-5p	0	0.1	1	0
hsa-miR-34c-3p	0	0.1	1	0
hsa-miR-34c-5p	0	0.1	1	0
hsa-miR-361-3p	0	86.5755	7.7646	1
hsa-miR-361-5p	0	144.887	11.4566	1
hsa-miR-362-3p	0	70.0669	6.44569	1
hsa-miR-362-5p	0	42.8233	5.12367	1
hsa-miR-363-3p	0	138.087	10.6528	1
hsa-miR-363-5p	0	0.1	1	0
hsa-miR-365a-3p	0	90.8119	7.59117	1
hsa-miR-367-3p	0	0.1	1	0
hsa-miR-367-5p	0	0.1	1	0
hsa-miR-369-3p	0	0.1	1	0
hsa-miR-369-5p	0	0.1	1	0
hsa-miR-370	0	11.7605	3.08452	1
hsa-miR-371a-3p	0	0.1	1	0
hsa-miR-371a-5p	0	0.1	1	0
hsa-miR-372	0	0.1	1	0
hsa-miR-373-3p	0	0.1	1	0
hsa-miR-373-5p	0	0.1	1	0
hsa-miR-374a-3p	0	0.1	1	0
hsa-miR-374a-5p	0	534.826	38.3033	1
hsa-miR-374b-3p	0	4.68492	1.53341	1
hsa-miR-374b-5p	0	277.199	20.0504	1
hsa-miR-375	0	0.1	1	0
hsa-miR-376a-3p	0	13.75	3.16747	1
hsa-miR-376a-5p	0	0.1	1	0
hsa-miR-376b	0	0.1	1	0
hsa-miR-376c	0	9.89548	3.01995	1
hsa-miR-377-3p	0	0.1	1	0
hsa-miR-377-5p	0	0.1	1	0
hsa-miR-378_v17.0	0	168.161	13.195	1
hsa-miR-378a-5p	0	9.33564	3.00508	1
hsa-miR-379-3p	0	0.1	1	0
hsa-miR-379-5p	0	0.1	1	0
hsa-miR-380-3p	0	0.1	1	0
hsa-miR-380-5p	0	0.1	1	0
hsa-miR-381	0	0.1	1	0
hsa-miR-382-5p	0	0.1	1	0
hsa-miR-383	0	0.1	1	0
hsa-miR-384	0	0.1	1	0
hsa-miR-409-3p	0	0.1	1	0
hsa-miR-409-5p	0	0.1	1	0
hsa-miR-410	0	0.1	1	0
hsa-miR-411-3p	0	0.1	1	0
hsa-miR-411-5p	0	0.1	1	0
hsa-miR-412	0	0.1	1	0
hsa-miR-421	0	0.1	1	0
hsa-miR-422a	0	0.1	1	0
hsa-miR-423-3p	0	12.961	2.21581	1
hsa-miR-423-5p	0	132.296	10.6356	1
hsa-miR-424-3p	0	0.1	1	0
hsa-miR-424-5p	0	400.601	29.774	1
hsa-miR-425-3p	0	21.6859	4.32527	1
hsa-miR-425-5p	0	410.44	30.5916	1
hsa-miR-429	0	0.1	1	0
hsa-miR-431-3p	0	0.1	1	0
hsa-miR-431-5p	0	0.1	1	0
hsa-miR-432-3p	0	0.1	1	0
hsa-miR-432-5p	0	0.1	1	0
hsa-miR-433	0	0.1	1	0
hsa-miR-448	0	0.1	1	0
hsa-miR-449a	0	0.1	1	0
hsa-miR-449b-5p	0	0.1	1	0
hsa-miR-450a-5p	0	45.1369	5.17533	1
hsa-miR-450b-3p	0	0.1	1	0
hsa-miR-450b-5p	0	0.1	1	0
hsa-miR-451a	0	46.5101	5.23128	1
hsa-miR-452-3p	0	0.1	1	0
hsa-miR-452-5p	0	0.1	1	0
hsa-miR-454-3p	0	52.8398	5.86852	1
hsa-miR-454-5p	0	0.1	1	0
hsa-miR-455-3p	0	0.1	1	0
hsa-miR-455-5p	0	0.1	1	0
hsa-miR-483-3p	0	0.1	1	0
hsa-miR-483-5p	0	76.4136	6.84934	1
hsa-miR-484	0	87.4024	7.72798	1
hsa-miR-485-3p	0	0.1	1	0
hsa-miR-485-5p	0	0.1	1	0
hsa-miR-486-3p	0	0.1	1	0
hsa-miR-486-5p	0	0.1	1	0
hsa-miR-487a	0	0.1	1	0
hsa-miR-487b	0	10.5047	3.03725	1
hsa-miR-488-3p	0	0.1	1	0
hsa-miR-488-5p	0	0.1	1	0
hsa-miR-489	0	0.1	1	0
hsa-miR-490-3p	0	0.1	1	0
hsa-miR-490-5p	0	0.1	1	0
hsa-miR-491-3p	0	0.1	1	0
