Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
BIOCARTA	h_arenrf2Pathway:Oxidative Stress Induced Gene Expression Via Nrf2	10	0.2777777777777778	0.008690946051751185	A_23_P103110, A_23_P120883, A_23_P202540, A_23_P78209, A_23_P257895, A_23_P5761, A_24_P29723, A_23_P119141, A_23_P426292, A_23_P106194	302	19	1437	2.504356918787034	0.8811460141070171	0.8811460141070171	10.681693639742761
KEGG_PATHWAY	hsa00900:Terpenoid backbone biosynthesis	8	0.2222222222222222	0.01286891310949266	A_24_P103886, A_24_P114183, A_23_P133263, A_24_P372901, A_23_P52189, A_23_P134167, A_23_P152125, A_23_P383835	958	15	5085	2.83089770354906	0.9146472518259654	0.20046412472850805	14.869181925426444
BIOCARTA	h_tall1Pathway:TACI and BCMA stimulation of B cell immune responses.	8	0.2222222222222222	0.014536701024067549	A_23_P30024, A_23_P201731, A_23_P202540, A_23_P207319, A_23_P75921, A_23_P169331, A_23_P426292, A_32_P89837	302	14	1437	2.719016083254494	0.9719281549599738	0.8324534541089365	17.263103259687018
BIOCARTA	h_vdrPathway:Control of Gene Expression by Vitamin D Receptor	12	0.33333333333333337	0.014622916510319255	A_23_P163850, A_23_P313560, A_23_P162589, A_23_P69249, A_23_P114656, A_23_P333063, A_24_P53519, A_23_P37347, A_23_P15314, A_23_P215449, A_32_P20221, A_24_P153800, A_24_P166794	302	27	1437	2.1147902869757176	0.9725210765094647	0.6982365949283216	17.356728956073177
KEGG_PATHWAY	hsa04621:NOD-like receptor signaling pathway	20	0.5555555555555556	0.01651116522993006	A_23_P30024, A_23_P167692, A_23_P420863, A_23_P106002, A_23_P202540, A_23_P257895, A_24_P124032, A_23_P75921, A_24_P129277, A_23_P162787, A_23_P79086, A_24_P170295, A_23_P500773, A_24_P196688, A_24_P161086, A_23_P315364, A_23_P2601, A_23_P162874, A_23_P426292, A_24_P157926, A_23_P7144	958	62	5085	1.7122365142433835	0.9577144058700785	0.23172617617129077	18.691876520003003
BIOCARTA	h_p53hypoxiaPathway:Hypoxia and p53 in the Cardiovascular system	11	0.3055555555555556	0.01655591435354633	A_23_P139895, A_23_P202540, A_23_P108751, A_23_P107073, A_24_P316154, A_23_P79086, A_23_P309545, A_23_P23221, A_24_P161086, A_23_P206661, A_23_P90062, A_23_P162874, A_24_P123616	302	24	1437	2.180877483443709	0.9829815431325185	0.6388147182412217	19.430372933793983
KEGG_PATHWAY	hsa03430:Mismatch repair	10	0.2777777777777778	0.01856627886537595	A_32_P197016, A_24_P889980, A_23_P122001, A_23_P69058, A_24_P75056, A_23_P86133, A_23_P107073, A_23_P102202, A_23_P31536, A_23_P28886	958	23	5085	2.307797040936734	0.9715825299266779	0.239594881363572	20.778502873870018
KEGG_PATHWAY	hsa04710:Circadian rhythm	7	0.19444444444444445	0.022487046828975194	A_23_P207896, A_23_P89589, A_23_P218597, A_23_P36665, A_24_P250227, A_24_P268676, A_23_P127394	958	13	5085	2.8581178737754938	0.9867175254814793	0.2655732286703707	24.623420464319235
BIOCARTA	h_wntPathway:WNT Signaling Pathway	11	0.3055555555555556	0.022603959810088496	A_23_P500773, A_23_P29495, A_23_P163850, A_24_P124550, A_23_P110643, A_24_P38276, A_23_P122041, A_24_P76666, A_23_P114656, A_24_P22488, A_24_P316154	302	25	1437	2.09364238410596	0.9962223619085893	0.6723244253103815	25.6124335375013
KEGG_PATHWAY	hsa05200:Pathways in cancer	77	2.138888888888889	0.02412203102559253	A_23_P166663, A_23_P167692, A_23_P201628, A_32_P162338, A_23_P500501, A_23_P34733, A_23_P83556, A_23_P7582, A_23_P70398, A_23_P153084, A_24_P166663, A_24_P103922, A_23_P210886, A_23_P105803, A_24_P360674, A_23_P34606, A_23_P100795, A_23_P108437, A_23_P30024, A_23_P29495, A_24_P410678, A_24_P81841, A_23_P20248, A_23_P106002, A_23_P257895, A_23_P69058, A_23_P417282, A_24_P179611, A_24_P345822, A_24_P573978, A_23_P165028, A_24_P170295, A_23_P106194, A_23_P155335, A_23_P55342, A_23_P360379, A_24_P38276, A_23_P218918, A_23_P385034, A_23_P310222, A_23_P210176, A_24_P22488, A_23_P41066, A_24_P391568, A_23_P163850, A_24_P124550, A_23_P76992, A_23_P132611, A_23_P139895, A_23_P114656, A_23_P83579, A_23_P102202, A_23_P309545, A_23_P93027, A_23_P122001, A_32_P211708, A_24_P410363, A_23_P54144, A_23_P2601, A_23_P98085, A_23_P206359, A_23_P169331, A_23_P149678, A_32_P184279, A_23_P201731, A_23_P202540, A_23_P60028, A_24_P29401, A_24_P407717, A_23_P70719, A_23_P75921, A_23_P81805, A_23_P397455, A_24_P298027, A_23_P301304, A_23_P58647, A_23_P130158, A_23_P162874, A_23_P22970, A_32_P89837	958	328	5085	1.246069682774072	0.9903362075360457	0.26603304675833894	26.17546544895506
KEGG_PATHWAY	hsa04142:Lysosome	32	0.8888888888888888	0.024538140715612486	A_24_P281975, A_23_P107587, A_23_P201035, A_23_P158938, A_23_P119266, A_23_P90659, A_32_P53713, A_23_P97860, A_23_P258698, A_24_P325520, A_23_P137814, A_23_P146456, A_24_P180680, A_23_P162846, A_23_P136635, A_23_P160729, A_23_P34744, A_23_P156049, A_24_P54879, A_23_P334608, A_23_P118544, A_24_P381494, A_23_P94533, A_23_P219144, A_23_P45475, A_24_P38815, A_23_P416608, A_24_P276628, A_24_P929369, A_23_P11543, A_24_P303080, A_23_P117286	958	117	5085	1.4517424120764413	0.9910883999984491	0.25548709445548323	26.56574746353436
BIOCARTA	h_pitx2Pathway:Multi-step Regulation of Transcription by Pitx2	8	0.2222222222222222	0.03295145536877968	A_23_P29495, A_23_P163850, A_23_P15314, A_23_P94053, A_24_P38276, A_23_P114656, A_24_P22488, A_23_P167367	302	16	1437	2.379139072847682	0.9997185642499491	0.7440059464185095	35.184064439407095
KEGG_PATHWAY	hsa05210:Colorectal cancer	24	0.6666666666666667	0.034004323927338674	A_23_P29495, A_23_P108437, A_23_P166663, A_23_P20248, A_24_P124550, A_23_P167692, A_23_P202540, A_23_P257895, A_23_P69058, A_23_P417282, A_24_P29401, A_24_P407717, A_24_P573978, A_23_P7582, A_23_P102202, A_24_P298027, A_23_P397455, A_23_P106194, A_23_P122001, A_32_P211708, A_23_P55342, A_24_P38276, A_24_P22488, A_23_P22970	958	84	5085	1.5165523411869968	0.9986027160606864	0.32067817344813243	34.94779264315861
BIOCARTA	h_igf1mtorpathway:Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway	10	0.2777777777777778	0.0348476271747761	A_24_P387179, A_23_P66219, A_23_P110643, A_23_P110062, A_24_P138556, A_23_P417282, A_23_P122041, A_24_P29401, A_23_P34606, A_23_P98085	302	23	1437	2.0688165850849414	0.9998256606650312	0.7095599628926412	36.809655558861046
KEGG_PATHWAY	hsa03060:Protein export	5	0.1388888888888889	0.04595488573575277	A_23_P118353, A_23_P93009, A_23_P81612, A_32_P174713, A_23_P2998, A_23_P86943	958	8	5085	3.317458246346555	0.9998687518330509	0.3913907990935298	44.27251070320361
KEGG_PATHWAY	hsa00020:Citrate cycle (TCA cycle)	11	0.3055555555555556	0.05201284133336753	A_23_P502196, A_23_P103149, A_23_P117157, A_23_P34733, A_23_P166068, A_23_P20932, A_24_P167806, A_23_P101950, A_23_P111835, A_23_P9416, A_24_P281923, A_23_P149649	958	31	5085	1.883460165667722	0.9999608739190176	0.4138287081994859	48.514351137306065
BIOCARTA	h_eradPathway:ERï¿½associated degradation (ERAD) Pathway	7	0.19444444444444445	0.052790215489002056	A_24_P345993, A_23_P16337, A_23_P152107, A_23_P151018, A_23_P255016, A_24_P303589, A_23_P133424	302	14	1437	2.379139072847682	0.9999982099430693	0.8087469563167423	50.434107438747986
KEGG_PATHWAY	hsa00520:Amino sugar and nucleotide sugar metabolism	14	0.3888888888888889	0.05661405129405798	A_23_P432360, A_23_P211598, A_23_P429184, A_23_P216489, A_23_P156049, A_32_P175739, A_32_P73045, A_23_P52031, A_23_P48807, A_23_P160460, A_23_P167066, A_23_P44083, A_23_P144622, A_23_P52101	958	44	5085	1.688887834503701	0.9999844766076129	0.4251568880932889	51.53548725523135
KEGG_PATHWAY	hsa00620:Pyruvate metabolism	13	0.3611111111111111	0.059049889708483426	A_23_P8196, A_24_P156295, A_24_P176445, A_23_P20932, A_23_P101950, A_24_P482017, A_23_P111835, A_24_P281923, A_23_P36745, A_23_P383835, A_24_P385280, A_23_P53476, A_23_P214411	958	40	5085	1.7250782881002087	0.9999905015328602	0.42344513109759363	53.06801669231629
BIOCARTA	h_akap95Pathway:AKAP95 role in mitosis and chromosome dynamics	6	0.16666666666666669	0.059406148016861	A_23_P110643, A_23_P122041, A_23_P142380, A_23_P42975, A_23_P25293, A_23_P15511	302	11	1437	2.5954244431065625	0.9999996763160843	0.8099349139603214	54.73222972529812
KEGG_PATHWAY	hsa05215:Prostate cancer	24	0.6666666666666667	0.06180308667700832	A_23_P29495, A_23_P30024, A_23_P20248, A_24_P81841, A_24_P124550, A_23_P163850, A_23_P139895, A_23_P106002, A_23_P257895, A_23_P58396, A_23_P417282, A_24_P29401, A_24_P407717, A_23_P7582, A_23_P309545, A_23_P120941, A_24_P170295, A_23_P301304, A_23_P66219, A_23_P385034, A_23_P2601, A_23_P34606, A_23_P98085, A_23_P162874, A_23_P22970	958	89	5085	1.4313527714573901	0.9999945567289809	0.42360406781484905	54.746491472575755
BIOCARTA	h_telPathway:Telomeres, Telomerase, Cellular Aging, and  Immortality	8	0.2222222222222222	0.06256021787448	A_23_P65481, A_23_P120942, A_24_P345498, A_23_P110643, A_23_P417282, A_23_P122041, A_23_P162874, A_32_P220696	302	18	1437	2.114790286975717	0.9999998573786137	0.7932628783792897	56.65780451749099
BIOCARTA	h_arapPathway:ADP-Ribosylation Factor	8	0.2222222222222222	0.06256021787448	A_24_P190894, A_23_P119377, A_24_P362540, A_23_P161237, A_23_P83781, A_23_P111593, A_23_P82941, A_23_P210379	302	18	1437	2.114790286975717	0.9999998573786137	0.7932628783792897	56.65780451749099
BIOCARTA	h_hifPathway:Hypoxia-Inducible Factor in the Cardiovascular System	7	0.19444444444444445	0.07300570591593525	A_24_P391568, A_23_P132611, A_23_P71419, A_24_P295245, A_23_P107412, A_23_P70398, A_23_P162874, A_23_P81805, A_24_P18105, A_23_P216094	302	15	1437	2.220529801324503	0.9999999907359077	0.813915863338967	62.50836128087436
KEGG_PATHWAY	hsa04115:p53 signaling pathway	19	0.5277777777777778	0.07501765865143716	A_24_P142118, A_24_P124550, A_23_P139895, A_23_P214950, A_32_P117145, A_23_P350070, A_23_P35082, A_24_P573978, A_23_P396194, A_23_P93562, A_23_P110122, A_23_P309545, A_24_P218265, A_24_P239606, A_24_P166663, A_23_P23221, A_32_P150030, A_23_P98085, A_24_P234196, A_23_P90601	958	68	5085	1.4830989807196366	0.9999996324182509	0.4749111697751539	62.061082625742635
BIOCARTA	h_deathPathway:Induction of apoptosis through DR3 and DR4/5 Death Receptors 	11	0.3055555555555556	0.07731904542143556	A_23_P30024, A_23_P500799, A_23_P106002, A_23_P200043, A_23_P12189, A_23_P126844, A_23_P207319, A_24_P573978, A_23_P44546, A_23_P169331, A_24_P222758, A_23_P20832	302	30	1437	1.744701986754967	0.9999999970312083	0.8052929647455618	64.70430296536807
KEGG_PATHWAY	hsa05216:Thyroid cancer	10	0.2777777777777778	0.07917323285601036	A_23_P29495, A_23_P20248, A_24_P124550, A_23_P257895, A_32_P162338, A_24_P345822, A_24_P179611, A_23_P310222, A_23_P206359, A_23_P7582, A_32_P184279	958	29	5085	1.8303217910877545	0.9999998437544432	0.47951447843486017	64.12592954996184
BIOCARTA	h_mTORPathway:mTOR Signaling Pathway	10	0.2777777777777778	0.09156963750596128	A_24_P387179, A_23_P66219, A_23_P110643, A_24_P67258, A_23_P122041, A_24_P29401, A_23_P34606, A_23_P98085, A_23_P86550, A_24_P329635	302	27	1437	1.7623252391464315	0.9999999999334481	0.8351206794145228	71.14376369777719
BIOCARTA	h_fasPathway:FAS signaling pathway ( CD95 )	11	0.3055555555555556	0.09384435010469441	A_23_P500773, A_23_P500799, A_23_P200043, A_23_P202540, A_23_P12189, A_23_P18493, A_23_P67725, A_24_P124032, A_23_P44546, A_24_P222758, A_32_P6344, A_23_P20832	302	31	1437	1.6884212775048066	0.999999999963902	0.8204828318817958	72.06499840036359
KEGG_PATHWAY	hsa05211:Renal cell carcinoma	19	0.5277777777777778	0.09461889106203947	A_23_P51754, A_24_P391568, A_23_P20248, A_23_P163850, A_23_P76992, A_23_P132611, A_23_P257895, A_23_P60028, A_24_P29401, A_24_P407717, A_23_P34733, A_23_P83556, A_23_P83579, A_23_P70398, A_23_P81805, A_24_P410363, A_23_P360379, A_23_P99027, A_23_P22970, A_24_P159227	958	70	5085	1.4407247241276468	0.9999999937198296	0.5301936774982844	70.92808680436464
KEGG_PATHWAY	hsa00512:O-Glycan biosynthesis	10	0.2777777777777778	0.09507314937575399	A_23_P209459, A_23_P8416, A_23_P7706, A_24_P365469, A_23_P67847, A_23_P252145, A_23_P9232, A_23_P139418, A_23_P144384, A_24_P234871, A_23_P31896	958	30	5085	1.769311064718163	0.9999999942909983	0.5181136526467094	71.10885570605404
KEGG_PATHWAY	hsa05213:Endometrial cancer	15	0.4166666666666667	0.0962318706505211	A_23_P29495, A_24_P124550, A_23_P20248, A_23_P257895, A_23_P69058, A_24_P29401, A_24_P407717, A_23_P7582, A_24_P298027, A_23_P58647, A_23_P66219, A_23_P206359, A_23_P98085, A_23_P22970, A_24_P22488	958	52	5085	1.5311345752368717	0.9999999955245756	0.5093501867722341	71.56529021516029
BIOCARTA	h_rnaPathway:Double Stranded RNA Induced Gene Expression	5	0.1388888888888889	0.09800072630725239	A_23_P30024, A_23_P36962, A_23_P106002, A_24_P138556, A_23_P207319	302	9	1437	2.643487858719647	0.9999999999882426	0.8132098422574625	73.67854376651519
